page_id,canonical,Adult Yearly Survival,Ash Content,Biogeographic realm,Body Temperature,"Body length, nose to tail",Females per Group,Male Female Body Mass Ratio,Male Tenure,Males per Group,Mating System,Reproductive Skew,Social System,Testes Mass,actual evapotranspiration rate in geographic range,age at eye opening,age at first birth,age at maturity,amino acid composition of milk,animal population density,basal metabolic rate,behavioral circadian rhythm,body length (VT),body mass,carbohydrate composition of milk,clutch/brood/litter size,conservation status,diet breadth,diet includes,dispersal age,eats,ecomorphological guild,ecoregion,extinction status,fatty acid composition of milk,first appearance,geographic distribution includes,geographic range (size of area),gestation period duration,growth rate,habitat breadth,habitat includes,habitat is,head to coccyx length,head-body length,height standing,hind tarsus length,home range,host of,human population density,human population density change,initial mortality rate,inter-birth interval,interacts with,introduced range includes,invasive in,known marine species,last appearance,latitude,life span,litters per year,locomotion,longitude,milk lipids,milk phospholipids,milk solids,mineral composition of milk,mineralized tissue,mortality rate doubling time,motility,native range includes,not invasive in,number of DNA Records In GGBN,number of fossil occurrences in the Paleobiology Database,number of public records in BOLD,number of records in BOLD,number of records in GBIF,number of references in BHL,number of sequences in GenBank,number of specimens in GGBN,nutrient composition of milk,onset of fertility,outer ear length,parasitized by,percent  of marine species currently described,percent synonyms among marine species,population group size,population trend,potential evapotranspiration rate in geographic range,precipitation in geographic range,prenatal development duration,preyed upon by,preys on,primary diet,protein composition of milk,records in BOLD?,records in GBIF?,references in BHL?,reproduction,sequences in GenBank?,sexual dimorphism,skeletal tissue composition,social group size,specimens in GGBN?,tail length,teat number,temperature in geographic range,testis location,total life span,total unknown marine species,trophic guild,trophic level,type specimen repository,undescribed marine species present in museum collections,undiscovered marine morphospecies,undiscovered species (molecular cryptic),water O2 saturation,water depth,water dissolved O2 concentration,water nitrate concentration,water phosphate concentration,water salinity,water silicate concentration,water temperature,weaning age,weight
311950,Thylamys tatei,,,,,,,,,,,,,,,,,,,,,,,,,,data deficient,,,,,,,,,,Peru,,,,,mountain,terrestrial habitat,,,,,,,,,,,311950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,invertebrates,,,,,,,,,,,,,,,,,,carnivore,,,,,,,,,,,,,,
311958,Petrogale herberti,,,Australasia,,,,,,,,,,,779.83,,,,,,,,,,,,least concern,,roots,,,,Mitchell grass downs,,,,gazetteer php p details id australia,283187100000.0,,,,terrestrial,terrestrial habitat,,,,,,,0,,,,,,,,,-24.72,,,,153.2,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,1438.73,59.62,,,,plants,,,,,,,,,,,,,1.9715,,,,,herbivore,,,,,,,,,,,,,,
311959,Petrogale mareeba,,,Australasia,,,,,,,,,,,1091.24,,,,,,,,,,,,least concern,,roots,,,,Queensland tropical rain forests,,,,gazetteer php p details id australia,39078810000.0,,,,montane,terrestrial habitat,,,,,,,0,,,,,,,,,-17.93,,,,146.04,,,,,,,,,,,,,,,,,,,,,,,,,Stable,1656.36,109.12,,,,plants,,,,,,,,,,,,,2.2285,,,,,herbivore,,,,,,,,,,,,,,
311960,Petrogale purpureicollis,,,Australasia,,,,,,,,,,,460.66,,,,,,,,,,,,least concern,,roots,,,,Mitchell grass downs,,,,gazetteer php p details id australia,82704320000.0,,,,shrubland,terrestrial habitat,,,,,,,0,,,,,,,,,-22.48,,,,138.03,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,1606.55,32.42,,,,plants,,,,,,,,,,,,,2.3803,,,,,herbivore,,,,,,,,,,,,,,
311961,Thylogale calabyi,,,Australasia,,,,,,,,,,,1581.5,,,,,,,,,,,,endangered,,,,,,Central Range sub-alpine grasslands,,,,Papua New Guinea,2289890000.0,,,,grassland,terrestrial habitat,,,,,,,5,,,,,,,,,-8.84,,,,144.32,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1590.5,266.41,,,,plants,,,,,,,,,,,,,1.6123999999999998,,,,,herbivore,,,,,,,,,,,,,,
311962,Petrogale sharmani,,,Australasia,,,,,,,,,,,1079.61,,,,,,,,,,,,near threatened,,roots,,,,Queensland tropical rain forests,,,,gazetteer php p details id australia,19561610000.0,,,,cliff,terrestrial habitat,,,,,,,0,,,,,,,,,-19.28,,,,144.88,,,,,,,,,,,,,,,,,,,,,,,,,Stable,1722.16,125.53,,,,plants,,,,,,,,,,,,,2.1064,,,,,herbivore,,,,,,,,,,,,,,
311963,Dendrolagus mbaiso,,,Australasia,,,,,,,,,,,1776,,,,,,,,67.454,9395.06,,,endangered,,,,,,Central Range sub-alpine grasslands,,,,Indonesia,3937450000.0,,,,terrestrial,terrestrial habitat,,,,,,,6,,,,,,,,,-3.54,,,,137.62,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1776,180.33,,,,plants,,,,,,,,,,,,,1.1400000000000001,,,,,herbivore,,,,,,,,,,,,,,
311964,Dendrolagus pulcherrimus,,,Australasia,,,,,,,,,,,1702,,,,,,,,,,,,critically endangered,,,,,,Northern New Guinea montane rain forests,,,,,3520910000.0,,,,forest,terrestrial habitat,,,,,,,5,,,,,,,,,-3.53,,,,141.48,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1767.75,219.49,,,,plants,,,,,,,,,,,,,3.0125,,,,,herbivore,,,,,,,,,,,,,,
311965,Dendrolagus stellarum,,,Australasia,,,,,,,,,,,1728.29,,,,,,,,,,,,vulnerable,,,,,,Central Range montane rain forests,,,,,45017530000.0,,,,terrestrial,terrestrial habitat,,,,,,,2,,,,,,,,,-5.3,,,,136.18,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1739.12,205.37,,,,plants,,,,,,,,,,,,,1.9922999999999997,,,,,herbivore,,,,,,,,,,,,,,
311966,Thylogale browni,,,Australasia,,,,,,,,,,,1677.74,,,,,,,,55.088,5478,,,vulnerable,,,,,fossorial and/or ground dwelling only,Southern New Guinea lowland rain forests,,,,South Pacific,194749100000.0,,,,terrestrial,terrestrial habitat,,,,,,,2,,,,,,,,,-1.59,,,,153.11,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1707.82,279.46,,,,plants,,,,,,,,,,,,,2.2836,,,,,herbivore,,,,,,,,,,,,,,
311968,Thylogale lanatus,,,Australasia,,,,,,,,,,,1699.33,,,,,,,,,,,,endangered,,,,,,Central Range sub-alpine grasslands,,,,,16143320000.0,,,,terrestrial,terrestrial habitat,,,,,,,10,,,,,,,,,-6.79,,,,146.09,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1826.38,285.22,,,,plants,,,,,,,,,,,,,2.1732,,,,,herbivore,,,,,,,,,,,,,,
311970,Romerolagus diazi,,,the Neotropics,,,,,,,,,,,884,0.016427442041931046,,,,30.67,,"nocturnal/crepuscular, cathemeral, crepuscular or diurnal/crepuscular",29.748000000000005,465.58,,,endangered,,,,,fossorial and/or ground dwelling only,Trans-Mexican Volcanic Belt pine-oak forests,,,,Mexico,820700000.0,0.1074902290943688,,,tropical,terrestrial habitat,,,,,,,779,,,,45511418,,,,,19.13,,,,-98.77,,,,,,,,,,,,,,,,,,,0.4933160845191893,,,,,,Increasing,1211,67.5,,,,plants,,,,,,,,,,,,,1.375,,,,,herbivore,,,,,,,,,,,,,0.07860531017064006,
311972,Pronolagus rupestris,,,the Afrotropics,,,,,,,,,,,623.82,,,,,,,nocturnal,43.844,2249.99,,,least concern,,,,,,Southern Rift montane forest-grassland mosaic,,,,South Africa,1388367940000.0,,,,shrubland,terrestrial habitat,,,,,,,0,,,,,,,,,1.29,,,,36.29,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,1255.86,47.96,,,,plants,,,,,,,,,,,,,1.7616,,,,,herbivore,,,,,,,,,,,,,,
311973,Pronolagus randensis,,,the Afrotropics,,,,,,,,,,,581.38,,,,,,,nocturnal,45.999,2376.47,,,least concern,,,,,,Eastern Zimbabwe montane forest-grassland mosaic,,,,,680369230000.0,,,,mountain,terrestrial habitat,,,,,,,0,,,,,,,,,-13.06,,,,33.13,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,1319.17,40.88,,,,plants,,,,,,,,,,,,,1.8457999999999999,,,,,herbivore,,,,,,,,,,,,,,
311974,Poelagus marjorita,,,the Afrotropics,,,,,,,,,,,1133.57,,,,,,,nocturnal,47.0,2509.7,,,least concern,,,,,,Northern Congolian forest-savanna mosaic,,,,Uganda,1928031050000.0,0.09579936617452789,,,scrubland,terrestrial habitat,,,,,,,1,,,,328100,,,,,11.12,,,,35.89,,,,,,,,,,,,,,,,,,,,,,,,,Stable,1593.41,108.17,,,,plants,,,,,,,,,,,,,2.4036999999999997,,,,,herbivore,,,,,,,,,,,,,,
311975,Pronolagus crassicaudatus,,,the Afrotropics,,,,,,,,,,,978.38,,,,,,,nocturnal,51.0,2415.27,,,least concern,,,,,fossorial and/or ground dwelling only,Maputaland-Pondoland bushland and thickets,,,,South Atlantic,172093940000.0,,,,scrubland,terrestrial habitat,,,,,,,10,,,,,,,,,-25.82,,,,32.9,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1193.56,70.4,,,,plants,,,,,,,,,,,,,1.6441,,,,,herbivore,,,,,,,,,,,,,,
311976,Chaetodipus nelsoni,,,the Nearctic,,,,,,,,,,,516.01,,,,,473.46,,nocturnal,7.9830000000000005,15.53,,,least concern,,,,344,fossorial and/or ground dwelling only,Bajío dry forests,extant,,,North Pacific,566702480000.0,0.08386209162405799,,,terrestrial habitat,terrestrial habitat,,,,,2835.545,,0,,,,344,,,,,32.46,,,,-99.17,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Stable,1155.75,31.52,0.08213721020965523,,,plants,,,,,,,,hydroxylapatite,,,,,1.7355,,,,granivore,omnivore,,,,,,,,,,,,,,14.4
311977,Bunolagus monticularis,,,the Afrotropics,,,,,,,,,,,259.38,,,,,,,nocturnal,43.0,1750.01,,,critically endangered,,,,,,Succulent Karoo,,,,South Africa,37052010000.0,,,,scrubland,terrestrial habitat,,,,,140000.0,,0,,,,50962413,,,,,-30.69,,,,22.61,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,939.53,14.27,,,,plants,,,,,,,,,,,,,1.5615,,,,,herbivore,,,,,,,,,,,,,,45
311979,Pentalagus furnessi,,,the Indo-Malayan Realm,,,,,,,,,,,,,,,,,,nocturnal,44.399,2295.21,,,endangered,,fruit,,,fossorial and/or ground dwelling only,Nansei Islands subtropical evergreen forests,,,,,960370000.0,,,,coastal,terrestrial habitat,,,,,,,365,,,,1228387,,,,,28.51,,,,129.72,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,,,,,,plants,,,,,,,,,,,,,,,,,,herbivore,,,,,,,,,,,,,,
311980,Sylvilagus mansuetus,,,the Nearctic,,,,,,,,,,,,,,,,,,,29.499000000000002,705,,,critically endangered,,,,,fossorial and/or ground dwelling only,Gulf of California xeric scrub,,,,North Pacific,170040000.0,,,,desert,terrestrial habitat,,,,,,,7,,,,,,,,,25.09,,,,-110.53,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,,13,,,,plants,,,,,,,,,,,,,2.06,,,,,herbivore,,,,,,,,,,,,,,
311981,Chaetodipus intermedius,,,the Nearctic,,,,,,,,,,,364,,,,,425.17,15.62,,,14.94,,,least concern,,invertebrates,,,fossorial and/or ground dwelling only,Chihuahuan desert,extant,,2.588,North Pacific,511920170000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,0,,,,,,,,Holocene Epoch,37.45,,,,-102.99,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Stable,1166,24.36,,,,plants,,,,,,,,hydroxylapatite,,,,,1.6065999999999998,,,,browser,omnivore,,,,,,,,,,,,,,
311982,Sylvilagus dicei,,,the Neotropics,,,,,,,,,,,1391.73,,,,,,,,37.448,1403.92,,,data deficient,,,,,fossorial and/or ground dwelling only,Isthmian-Pacific moist forests,,,,Costa Rica,20643010000.0,0.08325975208252051,,,scrubland,terrestrial habitat,,,,,,,13,,,,328608,,,,,10.55,,,,-82.54,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,1748.72,274.02,,,,plants,,,,,,,,,,,,,2.4814,,9.0,,,herbivore,,,,,,,,,,,,,0.08575124745888006,
311983,Sylvilagus insonus,,,the Neotropics,,,,,,,,,,,836.17,,,,,,,,39.249,2999.98,,,endangered,,,,,fossorial and/or ground dwelling only,Sierra Madre del Sur pine-oak forests,,,,Mexico,5755870000.0,,,,forest,terrestrial habitat,,,,,,,17,,,,,,,,,17.77,,,,-99.41,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,1668.05,110.83,,,,plants,,,,,,,,,,,,,1.9234000000000002,,,,,herbivore,,,,,,,,,,,,,,
311984,Lepus saxatilis,,,the Afrotropics,,,,,,,,,,,355.34,,,,,,,nocturnal,49.5,2593.63,,,least concern,,vertebrates,,,fossorial and/or ground dwelling only,Montane fynbos and renosterveld,,,,South Atlantic,799775780000.0,0.10538204069898766,,,scrubland,terrestrial habitat,,,,,,,0,,,,328683,,,,,-23.91,,,,30.11,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1093.3,23.08,,,,plants,,,,,,,,,,,,,1.6283,,,,,herbivore,,,,,,,,,,,,,,
311985,Trichosurus cunninghami,,,,,,,,,,,,,,,,,,,,,,,,,,least concern,,vertebrates,,,,,,,,gazetteer php p details id australia,,,,,forest,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stable,,,,,,plants,,,,,,,,,,,,,,,,,,omnivore,,,,,,,,,,,,,,
311986,Trichosurus johnstonii,,,Australasia,,,,,,,,,,,1126.18,,,,,,,,,,,,,,,,,,Einasleigh upland savanna,,,,gazetteer php p details id australia,35590320000.0,,,,forest,,,,,,,,0,,,,,,,,,-19.47,,,,145.76,,,,,,,,,,,,,,,,,,,,,,,,,,1729.71,131.02,,,,,,,,,,,,,,,,,2.1635999999999997,,,,,,,,,,,,,,,,,,,
311987,Dipodomys phillipsii,,,the Nearctic,,,,,,,,,,,771.27,,,,,,,nocturnal,9.586,41,,,,,,,,fossorial and/or ground dwelling only,Tehuacán Valley matorral,,,,Mexico,177725950000.0,,,,desert,,,,,,,,5,,,,,,,,,25.06,,,,-96.76,,,,,,,,,,,,,,,,,,,,,,,,,,1296.09,64.72,,,,plants,,,,,,,,,,,,,1.5619,,,,,herbivore,,,,,,,,,,,,,,
311988,Liomys adspersus,,,the Neotropics,,,,,,,,,,,,,,,,741.61,,,12.462000000000002,50.99,,,least concern,,,,,fossorial and/or ground dwelling only,South American Pacific mangroves,,,,North Pacific,26538100000.0,,,,terrestrial,terrestrial habitat,,,,,4046.269,4317435,7,,,,,,,,,9.31,,,,-78.92,,,,,,,,,,,,,,,,,,,0.5532762479722376,,,,,,Stable,,192.32,,,,plants,,,,,,,,,,,,,2.4834,,1.75,,,herbivore,,,,,,,,,,,,,,42
311989,Chaetodipus spinatus,,,the Neotropics,,,,,,,,,,,215.47,,,,,,,,8.366,16.34,,,least concern,,leaves,,,fossorial and/or ground dwelling only,San Lucan xeric scrub,extant,,,North Pacific,126559570000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,1,,,,,,,,,35.34,,,,-109.39,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Unknown,1139.44,12.35,,,,plants,,,,,,,,hydroxylapatite,,,,,1.7757999999999998,,,,browser,herbivore,,,,,,,,,,,,,,
311995,Chaetodipus penicillatus,,,the Nearctic,,,,,,,,,,,333.65,0.03833069809783911,,,,172.99,22.4,,7.736000000000001,15.57,,,least concern,,invertebrates,,344,fossorial and/or ground dwelling only,Chihuahuan desert,extant,,,North Pacific,407770300000.0,0.07118558218170119,,,terrestrial habitat,terrestrial habitat,,,,,5027.576,,0,,,,8694,,,,,37.45,,,,-108.4,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Stable,1167.54,20.78,,,,plants,,,,,,,,hydroxylapatite,,,,,1.7196000000000002,,,,browser,omnivore,,,,,,,,,,,,,,
24199882,Microdipoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
24199883,Microdipoides eximius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
128461,Allocebus trichotis,,,the Afrotropics,,,,,,,,,,,1388.15,,,,,,,"nocturnal/crepuscular, cathemeral, crepuscular or diurnal/crepuscular",13.399000000000001,78.09,,,vulnerable,,,,,above ground dwelling,Madagascar lowland forests,,,,Madagascar,42488060000.0,,,,shrubland,terrestrial habitat,,,,,,,11,,,,327955,,,,,-13.99,,,,50.48,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1653.74,190.23,,,,invertebrates,,,,,,,,,,,,,2.0317,,,,,omnivore,,,,,,,,,,,,,,
13779668,Plesiadapis insignis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arboreal,,extinct,,59.2,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,56,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,,herbivore,,,,,,,,,,,,,,
7258855,Tarsius lariang,,,,,,,,,,,,,,,,,,,,,,,,,,data deficient,,vertebrates,,,arboreal,,extant,,,,,,,,terrestrial habitat,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Decreasing,,,,,,invertebrates,,,,,,,,hydroxylapatite,,,,,,,,,insectivore,carnivore,,,,,,,,,,,,,,
128466,Trachypithecus auratus,,,Australasia,,,,,,,,,,,1370.42,,,,,41.99,,diurnal,,9719.6,,,vulnerable,,seed,,,,Lesser Sundas deciduous forests,,,,Indonesia,136882260000.00002,,,,beach,terrestrial habitat,,,,,30000.0,,298,,,,128466,,,,,-5.87,,,,116.73,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1640.76,201.2,,,,plants,,,,,,,,,,,,,2.4435,,31.1,,,herbivore,,,,,,,,,,,,,,9720
24199923,Prodipoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,Miocene Epoch,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,5.333,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
24199932,Euhapsis luskensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
13779713,Anchomomys crocheti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,,omnivore,,,,,,,,,,,,,,
13779715,Anchomomys milleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,33.9,Egypt,,,,,terrestrial habitat,,,,,,,,,,,,,,,,28.1,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,,omnivore,,,,,,,,,,,,,,
42415574,Bematherium angulum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,arboreal locomotion behavior,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,,omnivore,,,,,,,,,,,,,,
13779719,Buxella magna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arboreal,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,,omnivore,,,,,,,,,,,,,,
13779720,Buxella prisca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arboreal,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,,omnivore,,,,,,,,,,,,,,
24199951,Palaeocastor magnus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,30.8,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,15.97,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
24199963,Trigontherium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,3.6,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,2.588,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
24199964,Trigontherium minus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,3.6,United Kingdom,,,,,terrestrial habitat,,,,,,,,,,,,,,,,2.588,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
24199965,Trigontherium cuvieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
13779745,Adapis parisiensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arboreal,,extinct,,41.3,United Kingdom,,,,,terrestrial habitat,,,,,,,,,,,,,,,,33.9,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,,herbivore,,,,,,,,,,,,,,
13779747,Adapis collinsonae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arboreal,,extinct,,Bartonian Age,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,38,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,,herbivore,,,,,,,,,,,,,,
312102,Chaetodipus fallax,,,the Nearctic,32.60000000000002,,,,,,,,,,284.57,,,,,502.5,30.2,,8.334999999999999,19.19,,,least concern,,invertebrates,,,fossorial and/or ground dwelling only,Sonoran desert,,,,North Pacific,82998200000.0,0.06844767517471269,,,sandy soil,terrestrial habitat,,,,,2300.009,,1,,,,328112,,,,,34.73,,,,-113.85,,,,,,,,,,,,,,,,,,,0.46224083998986976,,,,,,Unknown,1150.02,16.49,0.06844767517471269,,,plants,,,,,,,,,,,,,1.4493,,8.299999999999999,,,herbivore,,,,,,,,,,,,,,18.7
13779754,Leptadapis leenhardti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arboreal,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,,herbivore,,,,,,,,,,,,,,
13779755,Leptadapis priscus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arboreal,,extinct,,Bartonian Age,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,38,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,,herbivore,,,,,,,,,,,,,,
13779758,Microadapis sciureus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arboreal,,extinct,,41.3,France,,,,,terrestrial habitat,,,,,,,,,,,,,,,,38,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,,herbivore,,,,,,,,,,,,,,
13779764,Sinoadapis carnosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arboreal,,extinct,,8.7,China,,,,,terrestrial habitat,,,,,,,,,,,,,,,,5.333,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,,omnivore,,,,,,,,,,,,,,
13779767,Wailekia orientale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arboreal,,extinct,,Priabonian Age,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,33.9,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,,omnivore,,,,,,,,,,,,,,
13779768,Djebelemur martinezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arboreal,,extinct,,Ypresian Age,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Lutetian Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,,omnivore,,,,,,,,,,,,,,
13779769,Omanodon minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arboreal,,extinct,,Rupelian Age,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,28.4,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,,omnivore,,,,,,,,,,,,,,
7258938,Tarsius sangirensis,,,Australasia,,,,,,,,,,,,,,,,,,,,165,,,endangered,,vertebrates,,,arboreal,Sulawesi lowland rain forests,extant,,,Indonesia,560080000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,109,,,,,,,,,3.37,,,,125.39,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Decreasing,,,,,,invertebrates,,,,,,,,hydroxylapatite,,,,,,,,,insectivore,carnivore,,,,,,,,,,,,,,
13779771,Lushius qinlinensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arboreal,,extinct,,Ypresian Age,China,,,,,terrestrial habitat,,,,,,,,,,,,,,,,37.2,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,,omnivore,,,,,,,,,,,,,,
42410125,Mimotona wana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,66,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,58.7,,,,arboreal locomotion behavior,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,insectivore,,,,,,,,,,,,,,,
7239140,Microcebus bongolavensis,,,,,,,,,,,,,,,,,,,,,,,,,,endangered,,herptile,,,,,,,,,,,,,deciduous forest,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,,,,,,invertebrates,,,,,,,,,,,,,,,,,,omnivore,,,,,,,,,,,,,,
